Comment,Website,Sentiment,company
5G Launch Date in India | Jio 5G India 2019: https://t.co/lEdJuLbm6o via @YouTube,twitter,-1,Jio
"Tech Talks #713 - PUBG Zombie Map, Jio 4G Speed, Samsung S10X 5G, LG V40 ThinQ, Xiaomi Cooker https://t.co/iBDJcMUcCp via @YouTubeIndia",twitter,-1,Jio
"Jio is committed to create a fully digital Gujarat and best digitally connected state in Gujarat. Jio's network is fully 5G ready. We can make our beloved Gujarat number one in nurturing startups, financial, agri, health technology.... building smart villages: Mukesh Ambani https://t.co/hIh1O89Txd",twitter,1,Jio
"Jiophone 3,Jio 5G Phone,Xiaomi Dual Punch-Hole Display,Realme Color OS 6,Samsung S-Pen Camera-#758https://t.co/vD18dDGLin https://t.co/ZiWLlJ60VO",twitter,-1,Jio
"Sunil Bharti Mittal on number game with Reliance Jio, data tariffs, challenges of 5G and more https://t.co/VaS5aLS9Et via @gadgetsnow https://t.co/QFjCYP2c9r",twitter,-1,Jio
Jio 5g coming soon #AkashAmbani #AkashShlokaWedding https://t.co/hBCRWHgzrz,twitter,-1,Jio
सबके छक्के छुड़ाने बहुत जल्द आ रहा है Jio का 5G स्मार्टफोन इसके फीचर्स जानकर दंग रह जाओगे https://t.co/Mnw0CNIjp9,twitter,-1,Jio
"Realme 3 Pro Price,OPPO Reno 5G,Mi Band 4,Jio 1 Crore Subs Record,Redmi Y3 Launch,Qualcomm Audio#793https://t.co/XK5njVIU00 https://t.co/BMpVxHEo7X",twitter,-1,Jio
"Realme 3 Pro With Oneplus 6T Camera Sensor,Asus 5G Dual-Slider Phone,5G Unlimited Data,Jio E-Com#808https://t.co/jbYUnkNL4T https://t.co/C3jnGjmsTW",twitter,-1,Jio
"Reliance Jio crosses 300 million subscriber mark: 5G services, challenges ahead and more https://t.co/5u05grQUA0 via @gadgetsnow https://t.co/jPlEzSZ0fO",twitter,-1,Jio
"Tech Talks #793 - OnePlus 7 Details, TikTok Ban Not Enough, Redmi Y3, Jio 4G, S10 5G Camera  https://t.co/VlfIHhEHQX via @YouTubeIndia",twitter,-1,Jio
"Realme X Pro Price &amp; Specs,No Redmi X,Jio Super App,Oneplus 7 Pro 12GB, Huawei 5G TV 8K-#829https://t.co/DpNdkhMeDR https://t.co/5OWpPztx59",twitter,-1,Jio
India ka number one network JIO 5G https://t.co/jFXxhjmuIe,twitter,-1,Jio
India ka number one network JIO 5G https://t.co/c2x0wa0xfx,twitter,-1,Jio
India ka number one network JIO 5G https://t.co/bFPdQ9h5oH,twitter,-1,Jio
India ka number one network JIO 5G https://t.co/XFPhtCSSFP,twitter,-1,Jio
India ka number one network JIO 5G https://t.co/YEzldr9k9N,twitter,-1,Jio
India ka number one network JIO 5G https://t.co/WMZwjlkk9u,twitter,-1,Jio
Jio poised to play key role in development of 5G ecosystem in India: RIL https://t.co/OAuCqdHhRE https://t.co/JJaLQ1h30U,twitter,1,Jio
"Intel Capital recently invested ₹1894.5cr in Jio Platforms. An analysis of its past investments reveals that Intel might speed up Jio's ventures in 5G, AI, and Laptops...#Jio #JioLaptop https://t.co/qGpRcrMFQq",twitter,1,Jio
Great news 5G is coming in #india#JioPlatforms hai to dum hai💥#jio #5g #india #trending #jio5g https://t.co/31dkRBRd4A,twitter,-1,Jio
#Jio has designed and developed a complete #5G solution from scratch. It will be ready for trials as soon as 5G spectrum is available and can be ready for field deployment next year: Mukesh Ambani at #RILAGM.Track latest news updates here https://t.co/6C1pgalUJF https://t.co/4DlljEVV89,twitter,-1,Jio
After the announcement of 5g services in india by Mukesh Ambani Jio : https://t.co/SV0TxtoxSV,twitter,-1,Jio
Who got the maximum mentions at #RelianceAGMs2020 India/Indian/Bharat: 120Jio: 78Digital: 30Friends: 215G: 12Google: 11Facebook: 9Intel: 8WhatsApp: 5Microsoft: 2Qualcomm: 1#MukeshAmbani #JioPlatforms https://t.co/sVdrWnwBkN,twitter,-1,Jio
#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/5O6bFr4f3s,twitter,-1,Jio
#MukeshAmbani announced its Jio 5G technology in #RILAGM https://t.co/SdHLMSJhz7,twitter,-1,Jio
#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/IZbvI9BifE,twitter,-1,Jio
#MukeshAmbani announced its Jio 5G technology in #RILAGMLe me who is getting 100-150kb max speed in jio 4g : https://t.co/gymoYbS9Vs,twitter,-1,Jio
Jio announces 5G services. https://t.co/xwhUbawC1l,twitter,-1,Jio
"BREAKING : After Facebook - Google to invest Rs 33,737 crore for a 7.7 per cent stake in Jio PlatformsJio to launch ‘Made in India’ 5G network.#JioPlatforms #Reliance https://t.co/3PTcZRXdf0",twitter,1,Jio
"#Watch | Jio has developed 5G solutions from scratch, says #MukeshAmbani at #RILAGM https://t.co/jQffk5sb0v",twitter,-1,Jio
Mukesh Ambani officially announces launching of  #jio5g Le other Network operators: https://t.co/rBXjtHXib3,twitter,-1,Jio
"Jio all set to make 5G in India most affordable .Apart from Infrastructure,  Ready with Road map to sell 5G mobiles between Rs2500 -3000 with all features in India",twitter,1,Jio
"In a major milestone, #JioPlatforms &amp; @Qualcomm achieve over 1Gbps speed on #Jio 5GNR solution, leveraging #Qualcomm 5G RAN Platforms. Both are working jointly to fast track development &amp; roll out of indigenous #5G network &amp; services in India.@reliancejio @qualcomm_in @JioNews https://t.co/PBHRf07yKk",twitter,1,Jio
#jio5g Coming After Second Half of 2021 in India Says Mukesh AmbaniSome New 5G affordable Phones Also Coming..✌️#IndiaMobileCongress2020 https://t.co/dSHFjxs5Yh,twitter,-1,Jio
"""#Jio is uniquely positioned to quickly and seamlessly upgrade to #5G. To develop 5G ecosystem, we are working with global partners to develop a range of 5G devices"" :  #MukeshAmbani at #RelianceAGM https://t.co/ujQRe93mng",twitter,1,Jio
"1GBPS on #jio5g  with made in India Equipments-#RelianceAGM - 'Have Tested Jio 5G Solutions In India &amp; Demonstrated Speeds Of Over 1 Gbps' - #MukeshAmbani Reliance Jio will use Google Cloud to power Jio5G solutions and its miscellaneous internal services such as JioSaavn, JioMart https://t.co/1EhViV8ZxU",twitter,-1,Jio
#MukeshAmbani said that the company has tested the #JIO5G solutions in India andsuccessfully demonstrated speeds well in excess of 1 GBPS. Jio has also received the necessary regulatory approvals as well as trial spectrum for initiating 5G field-trials. #Jio5G https://t.co/JgVk6aFwFI,twitter,1,Jio
Jio has been leading the way when it comes to adopting and distributing latest technologies.5G - Comes closer to becoming reality. https://t.co/ELevc5rvhq,twitter,1,Jio
Jio is the best in 5G revolutionJio will be able to give fast data speed even at a distance of 10 km from the 5G signal tower.@reliancejio @JioCare @reliancegroup @RelianceDigital #Jio https://t.co/jq5apsYX5A,twitter,1,Jio
"Jio 5G Coming First in Mumbai, Delhi, Chennai &amp; Kolkata by DiwaliLater in end of 2023 All Over India#Jio #RelianceAGM2022 #5G https://t.co/HuQITcdlII",twitter,-1,Jio
"JIO 5G•Jio Announced that They Will Rollout JIO 5G Services Across Multiple Key Cities: Mumbai,Delhi, Kolkata , Chennai etc by Diwali 2022.•Full PAN India Rollout by Dec 2023.•Jio is Also Working with Google to Launch Affordable 5G Smartphones https://t.co/2Xrf820ejC",twitter,1,Jio
Hurrey! Waiting for Superfast #Jio 5G lauch this diwali. Million thanks to @flameoftruth in advance for what he and his team has achieved by creating Make in India 5G Technology.  #RIL #JIO5G #AkashAmbani https://t.co/uQ78qYfglq,twitter,1,Jio
#JIO5G test 🔥🔥Video Courtesy - @EqualLeaks#5G #5GIndia #5GLaunch #JioTrue5G https://t.co/QsbRUCMPwE,twitter,-1,Jio
"Jio announces the launch of #JioTrue5GBeta trial services to start in Delhi, Mumbai, Kolkata &amp; Varanasi From DussehraJio True 5G welcome offer by invitation for Jio users In Delhi, Mumbai, Kolkata &amp; Varanasi Users to get unlimited 5G data with upto 1 Gbps+ speeds https://t.co/2DebKvhmE2",twitter,1,Jio
"JIO TRUE 5G Beta Trial services to  start in DELHI, MUMBAI, KOLKATA &amp; VARANASI from DUSSEHRAJio Welcome Offer Users to get unlimited 5G Data With Upto 1 Gbps+ Speeds https://t.co/jTOgzcuugS",twitter,-1,Jio
"#RELIANCE Reliance Industries Ltd JIO Announces the launch of “JIO TRUE 5G”JIO TRUE 5G is the world’s most advanced 5G service JIO has the largest wireless spectrum for 5G, which gives it a competitive edge over its peers https://t.co/EpcUFc81ci",twitter,1,Jio
"Jio beta users will get unlimited 5G data with 1Gbps+ speed, however it will be an invite based system only.#JIOTrue5G #5GIndia https://t.co/4jaLglfszB",twitter,-1,Jio
"#JustIn | #Jio True #5G is now available across #Delhi, #Gurugram, #Noida, #Ghaziabad, #Faridabad &amp; Other Major Locations https://t.co/TG1Us9FF48",twitter,-1,Jio
"Jio is now the only operator to provide True-5G services across Delhi-NCR, including Delhi, Gurugram, Noida, Ghaziabad, Faridabad and other major locations.#5G https://t.co/RreZB70FAY",twitter,-1,Jio
"Jio True 5G is now Available Across Delhi, Gurugram, Noida, Ghaziabad, Faridabad &amp; Other Major NCR Locations#Jio #JioTrue5G @flameoftruth @reliancejio https://t.co/Mmev6PbDrK",twitter,-1,Jio
"#JioTrue5G Drone technology is a boon to the farming community. It helps them in targeted spraying of fertilisers and pesticides, which minimises wastage and maximises crop yields. All this and much more is possible through #JioTrue5G https://t.co/tPfIEuNel6",twitter,1,Jio
"Jio to launch a series of True 5G-powered initiatives across Education, Healthcare, Agriculture, Industry 4.0 and IOT sectors#JioTrue5G #JioTrue5G  #Gujarat  #JioTrue5GWelcomeOffer https://t.co/WTOuy0luHZ",twitter,1,Jio
#JioTrue5G 's Standalone 700 MHz spectrum have an edge over the other 5G providers in India. As It's penetration power to provide signals even in basements and deep areas is unmatched.@reliancejio #JioTrue5G #5ginindia #5G https://t.co/dQwdtQYdmC,twitter,-1,Jio
JIO LAUNCHES TRUE 5G IN UTTARAKHAND Jio is the first and the only operator to launch 5G services in Uttarakhand #JioTrue5G #Uttarakhand #WithLoveFromJio @pushkardhami @reliancejio @flameoftruth https://t.co/yVxgvn9T6k,twitter,-1,Jio
"Exciting news for Rajouri! Deputy Commissioner @vikashappy87 launches #5G JIO services, bringing lightning-fast internet speeds to the city. Let's embrace the power of technology and stay connected like never before! 🚀🌐 #JIO #Rajouri #digitalindia @diprjk https://t.co/X65UKcYcrW",twitter,1,Jio
Jio can deploy 5G cell every 10 seconds; deployed 85% 5G network in India: Akash Ambani—A statement released by broadband speed &amp; quality measurement firm Ookla quotes Reliance Jio chairman Akash Ambani as saying that the company has covered the entire country with a 5G network… https://t.co/UOtNlWPNub,twitter,-1,Jio
"“Jio is deploying a 5G cell every 10 seconds. Jio alone has contributed to 85% of the overall 5G capacity in the country,” Akash Ambani at IMC 2023. #IMC2023 #Jio https://t.co/DjGmvlfhqz",twitter,1,Jio
Reliance Jio introduces new unlimited 5G plans to be available from 3rd July https://t.co/TsDMAG682r,twitter,-1,Jio
What's your current Internet speed? Mine :- 180 Kbps ( Jio True 5G ) @stufflistings is there jio down or only for me ? #stufflistingsarmy #JioTrue5G https://t.co/BRpXhSgRdT,twitter,-1,Jio
ye recharge maine 2july ko kiya tha 4g phn tha Mera ab naye 5g phn me muze unlimited data milega kya (jio) https://t.co/9zI6tzGmZH,twitter,-1,Jio
Jio hack for 5G users😆 https://t.co/Zb8P0tJWKG,twitter,-1,Jio
Jio strengthened its market position with the highest subscriber market share gain in the industry. It also completed the world’s fastest rollout of 5G in India.#RelianceAR #RILAnnualReport #WeCare #RelianceForAll https://t.co/ajeKCVf0er,twitter,1,Jio
"#Jio reported an 11.7% YoY increase in #profit, reaching Rs 5,698 cr for Q1 FY25. It’s maintaining its market lead with a 33% rise in data traffic, &amp; #5G now makes up over 31% of all wireless data traffic.#Dgraphics #data #analytics @reliancejio https://t.co/9Z9FFkgr4m",twitter,1,Jio
"@reliancejio Looting in the name of 5G, money has been taken for Jio Air 5G booking since last ten days but no hearing till date, where is this best facility???@JioCare 😡 https://t.co/sn4vmc5wYR",twitter,-1,Jio
"@JioCare 😡😡😡😡😡😡😡😡😡5g jio service not available but why?My data lost,my money lost",twitter,-1,Jio
"Peak Bengaluru  , while koramangla is hub of start-ups. I'm not able to do calls or connect to 5g bcoz jio team is saying, there are more users in this area. We can't offer services @JioCare @peakbengaluru @BangaloreMirror . https://t.co/W9bzgPmyJV",twitter,-1,Jio
"Dear @JioCare  Team,  Please Help me I am not able to use JIO 5g from the morning and am only able to use Jio 4G still, and JIO True 5g is showing in network selection, but registration got failed.",twitter,-1,Jio
Excellent work 👏 jio team 😊 I got 131 mb|s downloading speed in my 5G handset Xiaomi M4 pro 5G . But upload speed is still poor 😕I hope it will be fix soon 😊 @JioCare  @reliancejio https://t.co/9aMHZiSZiW,twitter,-1,Jio
"#jio5G serviceis like, someone stands at the tower and playing on/off game😞 https://t.co/bVAXkSfphF",twitter,-1,Jio
"@JioCare @reliancejio For the last few days, Jio's network is not working properly and internet services are very bad. 5G network is not working.",twitter,-1,Jio
@JioCare @reliancejio not able to use 5G in my area.  Pathetic 5G experience with jio. Think to.port to other network. So please refund my recharge amount that i had done.,twitter,-1,Jio
Jio ne unlimited 5g data Dena band Kar diya kya?,twitter,-1,Jio
"My Experience with Jio 5G: Almost present everywhere I go in an urban city. It gives good download speeds, but upload speeds are poor. I really love the presence of 5G because I need faster speeds than what 4G gave to work on the go. I need to download files and work fast… https://t.co/YFQ1FyR8xr",twitter,1,Jio
Downloading COD Warzone over Jio 5G. ⚡My experience with 5G has been superb but I'm now concerned for when they make it paid. There's no going back to 4G.😭 https://t.co/jKtRCkt9Uq,twitter,-1,Jio
